"i","Seed","R12","R15","R12R15","R12R23","R12R25","R15R52","R12R25R23","R12R15R23","R15R52R23","R12R15R54","R15R52R54","R12R15R23R34","R12R15R23R54","R12R25R23R34","R12R25R23R54","R15R52R23R54","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
886,0.0005373715021823499,0.0006082331051640198,0.00044467799158776295,0.00042590473702332974,0.00035650010147396307,0.00029303182536513195,0.00013287291165819785,0.00022041704290688978,0.0002767112458618921,0.000056294202955002366,0.13801155675318785,0.05178920431932247,0.05377286762664309,0.05377286762664309,0.040853713648290095,0.040853713648290095,0.012919153978353146,0.38908339695320365,0.11645000436766256,0.0862223524338654,0.012919153978353146
887,0.0005328245125484992,0.0006032038657403716,0.0004409326758694528,0.0004224329656350354,0.0003535995986418838,0.000290663791668535,0.00013176917396650042,0.0002186621948471575,0.0002744948783013508,0.00005583268345419331,0.13801581580055808,0.05179053304843905,0.053775634739101706,0.053775634739101706,0.04085591781871917,0.04085591781871917,0.012919716920382697,0.3890878437331195,0.1164535693686773,0.08622528275211906,0.012919716920382697
888,0.0005283159974423196,0.0005982158123549974,0.00043721880846519666,0.0004189890160547167,0.0003507222913265543,0.0002883145143459749,0.00013067450170874183,0.0002169209352373633,0.0002722958108923052,0.000055374875654941944,0.13802004013021443,0.05179185074017872,0.05377837968788472,0.05377837968788472,0.04085810444066764,0.04085810444066764,0.012920275247217238,0.3890922530598782,0.11645710536466372,0.08622818939003575,0.012920275247217238
889,0.0005238456313101154,0.0005932686124830699,0.00043353612667334075,0.00041557267113867633,0.00034786799886622,0.00028598384933863525,0.00012958882180004108,0.00021519316340876777,0.00027011391405915453,0.000054920750650386816,0.13802423002037498,0.05179315748519581,0.053781102645993645,0.053781102645993645,0.04086027365002001,0.04086027365002001,0.012920828995973788,0.38909662524796285,0.11646061258757699,0.08623107253517921,0.012920828995973788
890,0.0005194130913528759,0.0005883619362270884,0.00042988436996749913,0.0004121837153665531,0.0003450365419475317,0.00028367165364016596,0.00012851206172638714,0.00021347877938350632,0.0002679490591298856,0.000054470279746379285,0.13802838574708637,0.051794453373413804,0.053783803785134233,0.053783803785134233,0.0408624255816541,0.0408624255816541,0.012921378203480292,0.3891009606092296,0.11646409126756566,0.08623393237367259,0.012921378203480292
891,0.000515018057502967,0.0005834954562968219,0.00042626327997881354,0.00040882193483008007,0.00034222774259620823,0.00028137778528965375,0.00012744414954042631,0.0002117776838705288,0.0002658011183306124,0.00005402343446008363,0.13803250758424004,0.05179573849403107,0.053786483275725536,0.053786483275725536,0.04086456036944794,0.04086456036944794,0.012921922906277757,0.3891052594529293,0.11646754163298513,0.086236769090209,0.012921922906277757
892,0.0005106602124010189,0.000578668847989396,0.0004226726004783546,0.0004054871172219092,0.00033944142416775556,0.00027910210336463167,0.00012638501385727754,0.00021008977826155386,0.00026366996478013795,0.00005358018651858409,0.13803659580358835,0.05179701293552647,0.05378914128690884,0.05378914128690884,0.040866678146286646,0.040866678146286646,0.012922463140622358,0.3891095220857291,0.11647096391041109,0.0862395828680619,0.012922463140622358
893,0.0005063392413730103,0.0005738817891695236,0.0004191120773596624,0.00040217905182450195,0.00033667741133823996,0.00027684446797412684,0.00012533458385037509,0.00020841496462703846,0.00026155547248453724,0.000053140507857498795,0.13804065067476057,0.051798276785665044,0.05379177798655664,0.05379177798655664,0.04086877904406926,0.04086877904406926,0.012922998942487544,0.3891137488117339,0.11647435832465276,0.08624237388909554,0.012922998942487544
894,0.0005020548324075464,0.000569133960249878,0.00041558145862142566,0.0003988975294990855,0.00033393553009511694,0.0002746047402517467,0.00012429278924733878,0.00020675314571216245,0.00025945751633176315,0.00005270437061960069,0.13804467246527882,0.05179953013150355,0.05379439354128149,0.05379439354128149,0.04087086319371553,0.04087086319371553,0.012923530347566119,0.3891179399325075,0.11647772509876615,0.08624514233377528,0.012923530347566119
895,0.0004978066761333286,0.0005644250441716071,0.000412080494350299,0.00039564234267467496,0.0003312156077281144,0.0002723827823488034,0.00012325956032587155,0.0002051042249328283,0.0002573759720862737,0.00005227174715344537,0.13804866144057382,0.051800773059396024,0.0537969881164448,0.0537969881164448,0.04087293072517265,0.04087293072517265,0.012924057391272316,0.38912209574709367,0.1164810644540671,0.0862478883811778,0.012924057391272316
896,0.0004935944657968158,0.0005597547263849897,0.00040860893670385633,0.0003924132853371608,0.00032851747282017056,0.00027017845742747674,0.00012223482790968407,0.00020346810637167614,0.00025531071638368194,0.00005184261001200582,0.13805261786400055,0.05180200565499928,0.053799561876165664,0.053799561876165664,0.04087498176742198,0.04087498176742198,0.01292458010874385,0.38912621655203716,0.11648437661014438,0.08625061220900129,0.01292458010874385
897,0.0004894178972400735,0.0005551226948302295,0.00040516653989368,0.00038921015301846104,0.000325840955238426,0.00026799162965401456,0.00012121852336444652,0.0002018446947741139,0.000253261626725428,0.000051416931951314125,0.13805654199685394,0.05180322800327838,0.0538021149833295,0.0538021149833295,0.040877016448485695,0.040877016448485695,0.01292509853484397,0.3891303026414042,0.11648766178487258,0.08625331399357557,0.01292509853484397
898,0.0004852766688788113,0.00055052863991839,0.00040175306016858417,0.0003860327427857389,0.00032318588612527003,0.0002658221641919718,0.00012021057859376719,0.00020023389554436313,0.0002512285814734732,0.000050994685929110074,0.13806043409838412,0.05180444018851202,0.05380464759959675,0.05380464759959675,0.04087903489543344,0.04087903489543344,0.012925612704163484,0.38913435430680315,0.11649092019442496,0.08625599390987211,0.012925612704163484
899,0.000481170481680606,0.0005459722545124657,0.00039836825579797234,0.0003828808532306846,0.0003205520978894408,0.00026366992719548685,0.00011921092603519786,0.00019863561474151996,0.00024921145984501666,0.00005057584510349671,0.13806429442581197,0.05180564229429795,0.05380715988541149,0.05380715988541149,0.04088103723438888,0.04088103723438888,0.012926122651022776,0.3891383718374048,0.11649415205328621,0.08625865213151403,0.012926122651022776
900,0.0004770990391433086,0.0005414532339085918,0.0003950118870553266,0.00037975428445886184,0.0003179394241971791,0.0002615347858025961,0.00011821949865626583,0.0001970497590756318,0.00024721014190723454,0.000050160382831602764,0.13806812323434428,0.05180683440355831,0.053809652000009936,0.053809652000009936,0.04088302359053629,0.04088302359053629,0.01292662840947381,0.3891423555199628,0.1164973575742651,0.08626128883078599,0.01292662840947381
901,0.00047306204727363445,0.0005369712758173889,0.0003916837162018288,0.0003766528380791182,0.00031534769996343574,0.00025941660812858584,0.00011723622995053249,0.0001954762359037894,0.0002452245085720414,0.00004974827266825204,0.13807192077718888,0.05180801659854487,0.05381212410142901,0.05381212410142901,0.04088499408812705,0.04088499408812705,0.012927130013302125,0.38914630563883335,0.11650053696850708,0.08626390417864402,0.012927130013302125
902,0.0004690592145659345,0.0005325260803454436,0.0003883835074701122,0.0003735763171930597,0.0003127767613431321,0.0002573152632593817,0.00011626105393367817,0.00019391495322623465,0.00024325444159087429,0.00004933948836463966,0.13807568730556968,0.051809188960844375,0.05381457634651473,0.05381457634651473,0.040886948850486084,0.040886948850486084,0.012927627496028807,0.38915022247599534,0.11650369044550672,0.0862664983447253,0.012927627496028807
903,0.00046509025198114584,0.0005281173499769235,0.00038511102704814264,0.00037052452638458886,0.0003102264457224738,0.00025523062124497577,0.00011529390513961321,0.00019236581968248398,0.0002412998235494992,0.00004893400386701526,0.1380794230687416,0.05181035157138371,0.05381700889093064,0.05381700889093064,0.040888888000018345,0.040888888000018345,0.012928120890912453,0.38915410631107,0.11650681821312016,0.0862690714973579,0.012928120890912453
904,0.00046115487292592075,0.0005237447895553253,0.00038186604306322775,0.00036749727170950607,0.0003076965917103172,0.0002531625530928909,0.0001143347186166153,0.00019082874454746742,0.0002393605378628404,0.00004853179331537302,0.13808312831400546,0.051811504510435105,0.053819421889166136,0.053819421889166136,0.04089081165821517,0.04089081165821517,0.012928610230951123,0.3891579574213404,0.11650992047757738,0.08627162380357034,0.012928610230951123
905,0.0004572527932319322,0.0005194081062653565,0.0003786483255661545,0.00036449436068517437,0.0003051870391295885,0.00025111093076168195,0.00011338342992349253,0.00018930363772768358,0.0002374364687698322,0.000048132831042148636,0.13808680328672254,0.05181264785762127,0.05382181549454476,0.05382181549454476,0.04089271994566064,0.04089271994566064,0.012929095548884276,0.38916177608177105,0.11651299744349448,0.08627415542910127,0.012929095548884276
906,0.00045338373113535426,0.0005151070096149476,0.0003754576465154526,0.0003615156022802469,0.0003026976290087555,0.0002490756271544746,0.00011243997512577245,0.00018779040975737028,0.00023552750132829338,0.000047737091570923127,0.1380904482303294,0.0518137816919205,0.05382418985923246,0.05382418985923246,0.04089461298203792,0.04089461298203792,0.012929576877194699,0.3891655625650267,0.11651604931388578,0.08627666653840889,0.012929576877194699
907,0.0004495474072565166,0.0005108412114173963,0.00037229377976178405,0.00035856080690445727,0.000300228203573351,0.0002470565161125406,0.00011150429079191676,0.0001862889717946911,0.0002336335214098246,0.00004734454961513353,0.1380940633863522,0.05181490609167176,0.05382654513424574,0.05382654513424574,0.04089649088613549,0.04089649088613549,0.012930054248110409,0.3891693171414919,0.11651907629017587,0.08627915729468043,0.012930054248110409
908,0.0004457435445797307,0.0005066104257736415,0.0003691565010324568,0.00035562978639847194,0.0002977786062375488,0.0002450534724089105,0.00011057631398956157,0.00018479923561793782,0.00023175441569472824,0.00004695518007679044,0.13809764899442123,0.05181602113457968,0.05382888146945984,0.05382888146945984,0.040898353775853435,0.040898353775853435,0.01293052769360656,0.38917304007928943,0.1165220785722116,0.08628162785984156,0.01293052769360656
909,0.00044197186843328686,0.0005024143690546659,0.0003660455879160627,0.00035272235402380525,0.00029534868159579117,0.00024306637174202232,0.00010965598228178306,0.00018332111362174877,0.0002298900716669512,0.00004656895804520244,0.1381012052922852,0.05181712689771957,0.05383119901361679,0.05383119901361679,0.04090020176820962,0.04090020176820962,0.012930997245407328,0.3891767316442998,0.11652505635827397,0.08628407839456564,0.012930997245407328
910,0.0004382321064696206,0.000498252759884028,0.0003629608198472376,0.00034983832445279584,0.000292938275414468,0.00024109509072940753,0.00010874323372338843,0.0001818545188133432,0.0002280403776090505,0.00004618585879570731,0.13810473251582545,0.05181822345754239,0.053833497914333464,0.053833497914333464,0.04090203497934584,0.04090203497934584,0.01293146293498778,0.38918039210017896,0.11652800984508993,0.08628650905828307,0.01293146293498778
911,0.00043452398864564693,0.0004941253191205206,0.0003599019780915437,0.00034697751375864516,0.000290547234623647,0.00023913950690141318,0.00010783800685723209,0.0001803993648087716,0.0002262052225971817,0.000045805857788410106,0.13810823089906998,0.05181931088987962,0.05383577831810955,0.05383577831810955,0.04090385352453397,0.04090385352453397,0.012931924793575737,0.38918402170837746,0.11653093922784408,0.08628892000919036,0.012931924793575737
912,0.00043084724720326067,0.0004900317698409568,0.0003568688457304728,0.000344139739405517,0.0002881754073088555,0.00023719949869496038,0.00010694024071055669,0.00017895556582918205,0.00022438449649611012,0.000045428930666928064,0.13811170067420758,0.0518203892699482,0.05383804037033552,0.05383804037033552,0.04090565751818206,0.04090565751818206,0.012932382852153621,0.3891876207281583,0.11653384470019032,0.08629131140425937,0.012932382852153621
913,0.00042720161665000227,0.00048597183732308123,0.0003538612076465689,0.00034132482023869836,0.0002858226427029127,0.00023527494544733918,0.00010604987479135928,0.00017752303669710273,0.00022257808995424503,0.00004505505325714229,0.13811514207160164,0.051821458672355304,0.05384028421530048,0.05384028421530048,0.04090744707384035,0.04090744707384035,0.01293283714146029,0.3891911894166156,0.11653672645426341,0.08629368339924633,0.01293283714146029
914,0.00042358683373988686,0.0004819452490286068,0.0003508788505086708,0.0003385325764748213,0.00028348879117781286,0.00023336572739003937,0.00010516684908478203,0.0001761016928327404,0.00022078589439869666,0.00004468420156595624,0.13811855531980402,0.05182251917110322,0.05384250999620002,0.05384250999620002,0.04090922230420732,0.04090922230420732,0.012933287691992862,0.3891947280286921,0.11653958468069044,0.0862960361487008,0.012933287691992862
915,0.0004200026374543955,0.0004779517345863752,0.00034792156275727194,0.000335762829692145,0.000281173704236659,0.00023147172564261747,0.00010429110404952764,0.00017469145025029518,0.0002190078020303562,0.00004431635178006103,0.13812194064556876,0.05182357083959407,0.05384471785514401,0.05384471785514401,0.04091098332113565,0.04091098332113565,0.012933734534008522,0.3891982368171972,0.11654241956860222,0.08629836980597469,0.012933734534008522
916,0.00041644876898362757,0.0004739910257756408,0.00034498913458999814,0.0003330154028208986,0.0002788772345056466,0.00022959282220659944,0.00010342258061429927,0.00017329222555429122,0.00021724370581899867,0.000043951480264707445,0.1381252982738657,0.05182461375063456,0.053846907933164316,0.053846907933164316,0.040912730235638156,0.040912730235638156,0.012934177697526323,0.3892017160328247,0.11654523130564458,0.08630068452323111,0.012934177697526323
917,0.0004129249717076123,0.00047006285650947737,0.00034208135794720106,0.0003302901201336839,0.0002765992357260973,0.00022772889995941926,0.00010256122017426478,0.0001719039359359239,0.00021549349949840868,0.00004358956356248479,0.1381286284278939,0.0518256479764407,0.053849080370222506,0.053849080370222506,0.040914463157893696,0.040914463157893696,0.01293461721232897,0.3892051659241706,0.11654802007798963,0.08630298045145318,0.01293461721232897
